text,label
"The introduced semantic framework suggests a natural way to unify so-called local and global circuit metrics, at the same time allowing the definition of metrics that go substantially beyond those proposed by Colledan and Dal Lago, in particular accounting for simple forms of circuit optimization.",0
"The introduced semantic framework proposes natural unification methodologies for local and global circuit metrics, simultaneously enabling metric definitions substantially transcending Colledan and Dal Lago's proposals, particularly accommodating elementary circuit optimization forms.",1
"First, we give a simple type system for Proto-Quipper. The introduced system is a slight variation on the theme of Proto-Quipper-M, whereas the input to the circuit produced by each effectful functional term needs to be exposed in its type and thus becomes an integral part of the arrow type, turning it into a closure type.",0
"Primarily, we establish a straightforward type system for Proto-Quipper, constituting a modest Proto-Quipper-M thematic variation, wherein circuit input produced by each effectful functional term necessitates type-level exposure, thereby becoming an integral arrow type component, transforming it into closure type configuration.",1
"This change, as we will explain in the next section, seems inevitable since, without it, it would not be possible to know even the nature, i.e. the type, of the circuit produced by the term in question.",0
"This modification, as subsequent sections elucidate, appears inevitable since absent this alteration, even ascertaining the circuit natureâ€”specifically, its typeâ€”produced by the term under consideration would prove impossible.",1
"Noticeably, closure types are present in Colledan and Dal Lago's most recent contribution.",0
"Observably, closure types manifest within Colledan and Dal Lago's most contemporary contribution.",1
We call this calculus with closure type Proto-Quipper-C.,0
We designate this closure-type calculus as Proto-Quipper-C.,1
We then show that Atkey's indexed monad is an appropriate framework for giving denotational semantics to Proto-Quipper-C.,0
"Subsequently, we demonstrate that Atkey's indexed monad constitutes an appropriate framework for Proto-Quipper-C denotational semantic provision.",1
By treating circuits as (pre)monoidal morphisms and considering the category-action indexed monadâ€”a many-sorted generalization of the writer monadâ€”we maintain a clear separation between the value a term evaluates to and the circuit produced alongside the evaluation.,0
Through circuit treatment as (pre)monoidal morphisms while considering the category-action indexed monadâ€”representing a many-sorted writer monad generalizationâ€”we preserve distinct separation between term evaluation values and concomitantly produced circuits.,1
"Proto-Quipper-C is interpreted in the parameterized Freyd category induced by this indexed monad, making explicit how 'parameters', computations, and circuits interact as these three notions are interpreted in different categories.",0
"Proto-Quipper-C receives interpretation within the parameterized Freyd category induced by this indexed monad, explicitly demonstrating parameter, computation, and circuit interaction as these three concepts receive interpretation across distinct categories.",1
The semantics is proved both sound and computationally adequate.,0
The semantics undergoes proof establishment for both soundness and computational adequacy.,1
"We then move to richer type systems, where simple types are enriched by a form of effect typing.",0
"We subsequently transition toward enriched type systems, wherein simple types experience augmentation through effect typing modalities.",1
"The model based on indexed monads remains adequate, and suggests an abstract notion of circuit algebra, through which it is possible to capture various circuit metrics (including all those considered by Dal Lago and Colledan), but also new forms of metrics induced by assertion-based circuit optimization schemes.",0
"The indexed monad-based model maintains adequacy while proposing an abstract circuit algebra conceptualization, through which diverse circuit metrics become capturableâ€”encompassing all Dal Lago and Colledan considerationsâ€”alongside novel metric forms induced by assertion-based circuit optimization methodologies.",1
We briefly discuss how dependent types might be incorporated into both the syntax and semantics of the variant of Proto-Quipper-C (without effect typing) introduced earlier.,0
We concisely deliberate dependent type incorporation into both syntactic and semantic dimensions of the previously introduced Proto-Quipper-C variant absent effect typing.,1
"On the semantic side, this is achieved by applying the families construction to the denotational model of Proto-Quipper-C in the spirit of fibered adjunction models.",0
"Semantically, this is accomplished through families construction application to Proto-Quipper-C's denotational model following fibered adjunction model principles.",1
"Typically, a program written in a CDL is just a program in a mainstream programming language (e.g. Python, Haskell, or dialects thereof) whose purpose is that of facilitating the construction of (quantum) circuits which, once built, can then be sent to quantum hardware for their evaluation, or merely simulated through high-performance classical hardware.",0
"Typically, CDL-authored programs constitute mainstream programming language programsâ€”exemplified by Python, Haskell, or dialectical variantsâ€”whose purpose encompasses facilitating quantum circuit construction which, upon completion, can be transmitted to quantum hardware for evaluation or alternatively simulated via high-performance classical hardware.",1
"A program written in any CDL, and particularly in Quipper, does not describe a single circuit but a family of circuits, depending on some parameters, e.g. a number n representing the number of input qubits, or, in the case of Shor's algorithm, the size of the natural number to be factored.",0
"A program developed using a circuit description language—especially Quipper—defines not a single circuit but a collection of circuits parameterized by variables such as the number of input qubits or, for algorithms like Shor’s, the magnitude of the integer being factored.",1
"TypeDis is a type system inspired by region types, where each type is annotated with a timestamp, identifying the task that allocated it.",0
"Drawing inspiration from region-based typing mechanisms, TypeDis incorporates temporal annotations within its type structure, wherein every type receives a timestamp designation that identifies the computational task responsible for its allocation.",1
Disentanglement is a runtime property of parallel programs guaranteeing that parallel tasks remain oblivious to each other's allocations.,0
"A fundamental runtime characteristic of concurrent computational systems, disentanglement ensures that simultaneously executing tasks maintain complete unawareness regarding memory allocation operations performed by their parallel counterparts.",1
"The MaPLe compiler and run-time system can exploit disentanglement for fast automatic memory management, especially task-local garbage collection with no synchronization between parallel tasks.",0
"Leveraging the disentanglement property, the MaPLe compilation framework alongside its runtime infrastructure achieves expedited automated memory administration, particularly through task-localized garbage collection mechanisms that operate without necessitating synchronization across concurrent tasks.",1
TypeDis supports iso-recursive types as well as polymorphism over both types and timestamps.,0
The TypeDis framework accommodates iso-recursive type structures while simultaneously providing polymorphic capabilities that span across both conventional type parameters and temporal timestamp annotations.,1
"Timestamps are allowed to change during type-checking, at join points as well as via a form of subtyping, dubbed subtiming.",0
"Throughout the type-checking process, temporal annotations possess mutability characteristics, permitting modifications at synchronization junctures and through a specialized subtyping mechanism termed subtiming.",1
"A peculiar circuit description language is Quipper. In Quipper, circuits are not just like any other data structure. Rather, they are seen as the by-product of certain effect-producing computations that modify some underlying quantum circuit when executed.",0
"Quipper represents a distinctive circuit description language wherein quantum circuits transcend conventional data structure categorization. Instead, these circuits manifest as consequential artifacts generated by effectful computational operations that alter the foundational quantum circuit during execution phases.",1
The coupling prevents those models from adequately accounting for variants of the Proto-Quipper family that are specifically designed to control the shape of the produced circuits.,0
This intrinsic connection impedes the models' capability to properly accommodate Proto-Quipper language variants that have been deliberately engineered for exerting control over the structural characteristics of generated circuits.,1
"We give a simple type system for Proto-Quipper. The introduced system is a slight variation on the theme of Proto-Quipper-M, whereas the input to the circuit produced by each effectful functional term needs to be exposed in its type.",0
"Our contribution encompasses a straightforward typing discipline for Proto-Quipper, constituting a nuanced modification of the Proto-Quipper-M paradigm, wherein the circuit input corresponding to every effectful functional expression requires explicit manifestation within its type signature.",1
We show that Atkey's indexed monad is an appropriate framework for giving denotational semantics to Proto-Quipper-C.,0
Our research demonstrates that the indexed monad construction introduced by Atkey provides a suitable foundational structure for establishing denotational semantic interpretations of the Proto-Quipper-C language.,1
"By treating circuits as (pre)monoidal morphisms and considering the category-action indexed monad, we maintain a clear separation between the value a term evaluates to and the circuit produced alongside the evaluation.",0
"Through the conceptualization of circuits as morphisms within a premonoidal categorical framework and leveraging the category-action indexed monad construction, we achieve explicit demarcation between the resultant value obtained from term evaluation and the concomitant circuit generation occurring during this evaluative process.",1
"We then move to richer type systems, where simple types are enriched by a form of effect typing.",0
"Subsequently, our investigation progresses toward more elaborate typing disciplines, wherein foundational type structures undergo augmentation through the incorporation of effect-typing mechanisms.",1
"The model based on indexed monads remains adequate, and suggests an abstract notion of circuit algebra, through which it is possible to capture various circuit metrics.",0
"The indexed monad-based model maintains its adequacy while simultaneously proposing an abstracted conceptualization of circuit algebra, facilitating the characterization of diverse circuit measurement methodologies.",1
We briefly discuss how dependent types might be incorporated into both the syntax and semantics of the variant of Proto-Quipper-C introduced earlier.,0
Our discussion concisely addresses the potential integration of dependent type theory into the syntactic and semantic frameworks of the previously introduced Proto-Quipper-C variant.,1
This is achieved by applying the families construction to the denotational model of Proto-Quipper-C in the spirit of fibered adjunction models.,0
"This accomplishment manifests through the application of families construction methodology to Proto-Quipper-C's denotational model, adhering to the conceptual framework established by fibered adjunction models.",1
"A program written in any CDL, and particularly in Quipper, does not describe a single circuit but a family of circuits, depending on some parameters.",0
"Programs authored within circuit description languages, with particular emphasis on Quipper, do not characterize individual circuits but rather parameterized families of circuits contingent upon various parameters.",1
"The ability to describe families of circuits enables Quipper to succinctly and elegantly describe quantum algorithms, thus having a pragmatic impact.",0
"The capability to specify circuit families empowers Quipper with succinct and elegant quantum algorithm descriptions, thereby yielding substantial practical implications.",1
"Most forms of denotational semantics for the Proto-Quipper family are based on presheaves, and enjoy a constructive property.",0
Predominant denotational semantic approaches for the Proto-Quipper language family rely upon presheaf-theoretic foundations while maintaining constructive properties.,1
"Some judgments cannot be interpreted as a family of circuits in the same way, including terms with free variables with a function type.",0
"Certain typing judgments resist interpretation as circuit families through conventional means, particularly those encompassing terms containing free variables of functional types.",1
This implies that modular reasoning about the produced circuits cannot be easily performed within the model.,0
"Consequently, compositional reasoning concerning generated circuits becomes challenging to execute within this modeling framework.",1
This paper introduces a denotational semantics for a CDL in which every judgment is interpreted as a family of circuits whose types are uniquely defined.,0
The present work establishes a denotational semantic framework for circuit description languages wherein each typing judgment receives interpretation as a circuit family characterized by uniquely determined types.,1
The mathematical object represents a family of pairs indexed by the parametric part of the context where each element is a value and circuit pair.,0
"This mathematical construct embodies a parameterically-indexed family of value-circuit duets, with indexing determined by the parametric component of the typing context.",1
The fact that every judgment is interpreted as a family of circuits is important since it allows us to compositionally reason about the family of circuits generated by a program.,0
"The interpretation of each judgment as a circuit family holds significance, as this property enables compositional reasoning regarding the circuit families produced through program execution.",1
"The timestamps in our setting are somewhat analogous to regions, with parent-child relationships between timestamps and the up-pointer invariant of TypeDis bearing resemblance to the stack discipline of region-based memory management systems.",0
"Within our framework, temporal annotations exhibit conceptual similarities to regions, whereby hierarchical relationships among timestamps alongside TypeDis's up-pointer invariant mirror the stack-oriented discipline characteristic of region-based memory management paradigms.",1
"In region-based systems, allocations may occur within any region, and all values within a region are all deallocated at the same moment.",0
"Region-based systems permit allocation operations across arbitrary regions, with all values residing within a given region undergoing simultaneous deallocation.",1
"In contrast, in TypeDis, allocations only ever occur at the current timestamp, and timestamps tell you nothing about deallocation.",0
"Conversely, TypeDis constrains allocations exclusively to the present timestamp, while temporal annotations provide no information regarding deallocation timing.",1
"Each timestamp in TypeDis is associated with a task within a nested fork-join task structure, and values with the same timestamp are all allocated by the same task or one of its subtasks.",0
"Within TypeDis, every temporal annotation maintains association with a task positioned within a hierarchically nested fork-join task architecture, ensuring that values sharing identical timestamps originate from allocation operations performed by either that task or its descendant subtasks.",1
"Latent programs are represented in a latent space, a compressed feature space preserving meaningful data features and placing similar points adjacently.",0
Programs within the latent paradigm receive representation in a compressed latent space that maintains significant data characteristics while positioning semantically similar points in proximate locations.,1
Related work explores how neural networks can understand or benefit from program execution.,0
Extant research investigates the mechanisms through which neural network architectures can comprehend or derive advantages from program execution processes.,1
Neural surrogates are neural networks designed to approximate complex programs and are typically trained on a subset of the input-output space.,0
"Surrogate neural networks constitute architectures specifically engineered for approximating intricate programs, generally undergoing training on partial subsets of the input-output domain.",1
Smooth interpretation takes a different route: it smooths the semantics of a symbolic program to expose continuous parameters amenable to gradient-based optimization.,0
"The smooth interpretation methodology adopts an alternative trajectory, applying smoothing techniques to symbolic program semantics thereby revealing continuous parameters suitable for gradient-based optimization procedures.",1
Several works have proposed using machine learning to repair programs.,0
Multiple research contributions have advocated for the utilization of machine learning methodologies in program repair applications.,1
LLMs are used to repair programs both in single-turn and agentic setups.,0
Large language models find application in program repair scenarios encompassing both single-turn interactions and agentic configurations.,1
"There has been significant work on developing static techniques, especially type systems, to guarantee correctness and safety properties for parallel and concurrent programs.",0
"Substantial research efforts have concentrated on establishing static verification techniques, with particular emphasis on type-theoretic approaches, aimed at ensuring correctness and safety properties within parallel and concurrent program domains.",1
The idea of ownership has been exploited to rule out races and deadlocks among threads.,0
The ownership concept has been leveraged to eliminate data races and deadlock conditions arising among concurrent thread executions.,1
"Ownership is also enforced by linear type systems, which rule out races by construction and have been successfully employed in message-passing concurrency.",0
"Linear type systems similarly enforce ownership constraints, inherently precluding race conditions through their construction and demonstrating successful application in message-passing concurrent paradigms.",1
"The approach has then been popularized by Rust, in particular, focusing on statically restricting aliasing and mutability.",0
"This methodological approach subsequently gained prominence through the Rust programming language, which particularly emphasizes static restrictions on aliasing and mutability characteristics.",1
"Much of these related works focus on the hazards of concurrency: data races, race conditions, non-determinism, and similar issues.",0
"A considerable portion of related research concentrations target concurrency hazards encompassing data races, race conditions, non-deterministic behavior, and analogous complications.",1
"Disentanglement and by extension TypeDis focuses on an equally important but different issue, namely, the performance of parallel programs.",0
"The disentanglement property, and consequently the TypeDis framework, addresses an equally critical yet distinct concern pertaining to parallel program performance characteristics.",1
TypeDis in particular is designed to allow for unrestricted sharing of immutable data mixed with disentangled sharing of mutable data.,0
TypeDis specifically receives design for permitting unbounded sharing of immutable data structures while maintaining disentangled sharing of mutable data elements.,1
"This support for data sharing is motivated by the implementation of efficient parallel algorithms, many of which rely upon access to shared memory with irregular and/or data-dependent access patterns.",0
"The rationale for this data-sharing support originates from efficient parallel algorithm implementations, numerous instances of which depend upon shared memory access featuring irregular or data-dependent access patterns.",1
We consider one such implementation as a case study and confirm that it is typeable under TypeDis.,0
"Our investigation examines one such implementation as an illustrative case study, verifying its typeability within the TypeDis framework.",1
The key results presented are discussed and analyzed in detail.,0
The fundamental findings undergo comprehensive discussion and analytical examination.,1
"Of the software startups surveyed, 89% are in the Antioquia, Cundinamarca, and Valle del Cauca regions.",0
"Among the surveyed software startup enterprises, an overwhelming 89% maintain operational presence within the Antioquia, Cundinamarca, and Valle del Cauca regional territories.",1
"These departments include, respectively, MedellÃ­n, BogotÃ¡, and Cali, cities highlighted as the most dynamic in Colombia's entrepreneurial ecosystem.",0
"These departmental regions encompass, in respective order, the municipalities of MedellÃ­n, BogotÃ¡, and Cali, urban centers distinguished as exhibiting the greatest dynamism within Colombia's entrepreneurial ecosystem.",1
"Regarding the representatives of the ventures that responded to the survey, 90% hold executive roles in their respective ventures.",0
"Concerning the venture representatives providing survey responses, 90% occupy executive positions within their corresponding startup organizations.",1
The executive roles held by most respondents indicate that they possess enough knowledge and authority to respond appropriately to the survey.,0
The executive positions maintained by the majority of respondents signify their possession of sufficient knowledge and authoritative capacity for furnishing appropriate survey responses.,1
"From the production knowledge table, four software production activities directly related to product engineering emerge as the most valued.",0
"Emerging from the production knowledge classification, four software production activities maintaining direct relationship with product engineering surface as receiving highest valuation.",1
"Requirements engineering, prototyping, coding, and software testing form the essential backbone of successful software development.",0
"The foundational pillars of successful software development comprise requirements engineering, prototyping, coding, and software testing activities.",1
"In the dynamic and often resource-constrained environment of software startups, their relevance becomes even more pronounced and critical for survival and growth.",0
"Within the dynamic and frequently resource-limited milieu characteristic of software startups, these activities assume heightened relevance, becoming critical determinants for organizational survival and expansion.",1
Requirements Engineering in a software startup involves identifying the core value and translating it into a Minimum Viable Product.,0
"Within software startup contexts, Requirements Engineering encompasses the identification of core value propositions and their subsequent translation into Minimum Viable Product specifications.",1
"Startups must quickly validate ideas, and prioritized requirements ensure initial efforts target the most crucial functionalities for a clear user need.",0
"Startup organizations necessitate rapid idea validation, wherein prioritized requirements guarantee that initial developmental efforts concentrate on functionalities most crucial for addressing clearly defined user needs.",1
Knowledge about prototyping is exceptionally valuable for an entrepreneurial team in the early stages of a software startup.,0
Prototyping knowledge possesses exceptional value for entrepreneurial teams operating within early-stage software startup phases.,1
It provides a rapid and cost-effective way to visualize and test their core ideas before committing significant resources to full-scale development.,0
This knowledge furnishes rapid and economically efficient mechanisms for visualizing and testing core conceptual ideas prior to committing substantial resources toward full-scale development initiatives.,1
"Coding in a startup requires technical skill and speed. Building a solid, scalable system is vital.",0
"Startup coding operations demand both technical proficiency and expeditious execution, with the construction of robust, scalable systems constituting a vital requirement.",1
"Startups often need to release a functional product quickly to secure funding, attract users, and stay competitive.",0
"Startup organizations frequently face imperatives to release functional products expeditiously for securing funding, attracting user bases, and maintaining competitive positioning.",1
"Software testing is often seen as a luxury in startups with limited resources, but it is essential to prevent costly failures.",0
"Despite resource constraints common in startups often relegating software testing to perceived luxury status, its essential nature in preventing expensive failures remains undeniable.",1
"Releasing buggy software can damage reputation, erode trust, and risk the startup's survival.",0
"The release of defect-laden software carries potential for reputational damage, trust erosion, and jeopardization of startup organizational survival.",1
"In the early stages, founding teams tend to place a higher value on knowledge related to project planning and management, agile methodologies, and change management.",0
"During initial developmental stages, founding teams demonstrate propensity for assigning elevated value to knowledge domains encompassing project planning and management, agile methodologies, and change management practices.",1
"Quantum computation is a realm where information is stored on the state of objects governed by the laws of quantum physics. This model of computation is believed to provide important speedup for many applications, ranging from high-performance computing to optimisation.",0
"The paradigm of quantum computing encompasses a domain wherein data resides within states of entities constrained by quantum mechanical principles. This computational framework purportedly confers substantial acceleration across diverse applications, spanning from high-performance computational tasks to optimization endeavors.",1
"The typical execution flow for quantum programs relies on the notion of quantum coprocessor: the quantum memory is stored in an external device, seen as a coprocessor to a CPU, similar to what happens for a GPU, for instance.",0
"Analogous to GPU architectures, quantum program execution conventionally leverages a quantum coprocessor paradigm wherein quantum memory persists in an auxiliary apparatus functioning as a CPU adjunct.",1
A measurement's result is a classical piece of information that might be stored for later use or discarded. Such a series of instructions is represented by a quantum circuit.,0
The outcome derived from measurement operations constitutes classical data potentially retained for subsequent utilization or eliminated. This instructional sequence finds representation through quantum circuit constructs.,1
"Known as the deferred measurement principle, a result from folklore states that measurements and discards can be postponed to the end of the computation.",0
"The deferred measurement theorem, an established principle within the field, articulates that measurement operations alongside discard procedures may be relegated to the computational terminus.",1
"Quantum circuit transformations turn a circuit into another (equivalent) quantum circuit. Such techniques are key components of the quantum software stack, whether for optimisation, adaptation to hardware capabilities in terms of qubits and connectivity, error correction, circuit robustification, one-way measurement.",0
"Circuit transformation methodologies in quantum systems facilitate conversion between functionally equivalent quantum circuits. These techniques constitute pivotal elements within quantum software infrastructure, encompassing optimization protocols, hardware capability adaptation concerning qubit resources and interconnectivity, error mitigation strategies, circuit fortification, and unidirectional measurement paradigms.",1
"Current methodologies for automatic equivalence checking predominantly focus on purely quantum, unitary circuits. This restriction is becoming increasingly unrealistic as physical chips progress.",0
Contemporary automated equivalence verification approaches exhibit predominant emphasis upon purely unitary quantum circuits. Such constraints manifest progressively impractical characteristics concomitant with advancing physical chip implementations.,1
"A first difficulty is that hybrid quantum computation is, by nature, non-deterministic: the functional behaviour of a quantum program is a branching probabilistic structure instead of a linear trace.",0
"Primarily, hybrid quantum computational paradigms inherently embody non-deterministic characteristics wherein program functional behavior manifests as probabilistic branching architectures rather than linear sequential traces.",1
"A second difficulty is that a quantum program manipulates both quantum and classical registers. Some of these registers might contain garbage, i.e. data that should not be considered as output.",0
"Subsequently, quantum programs necessitate manipulation across both quantum and classical register domains. Certain registers potentially harbor extraneous dataâ€”colloquially termed garbageâ€”which ought not constitute output considerations.",1
"Discarding quantum information is not innocuous, as it corresponds to tracing it out: discarding corresponds to a measurement and is then a probabilistic process.",0
"The elimination of quantum information constitutes a non-trivial operation, as it correlates with trace-out procedures wherein discard operations correspond to measurement events, thereby manifesting probabilistic process characteristics.",1
The measurement operation induces a deep conceptual shift from a (quantum) deterministic process purely modelled in linear algebra to a stochastic process acting on a mix of quantum states and usual data structures.,0
Measurement procedures precipitate profound conceptual transitions from deterministic quantum processes exclusively characterized through linear algebraic frameworks toward stochastic processes operating upon heterogeneous amalgamations of quantum states and conventional data constructs.,1
"We clarify the current landscape of hybrid circuit equivalence checking. In particular, we draw the separation between circuits with and without discards and the induced partitioning of equivalence cases.",0
"Our contribution elucidates the contemporary terrain of hybrid circuit equivalence verification. Specifically, we delineate demarcations between discard-inclusive and discard-exclusive circuits alongside resultant equivalence classification stratifications.",1
We propose a generic method based on deferred measurement that extends unitary circuit equivalence checkers to support hybrid circuits.,0
We introduce a generalized methodology predicated upon deferred measurement principles that augments unitary circuit equivalence verification mechanisms to accommodate hybrid circuit architectures.,1
"We introduce a verification tool, SQbricks, dedicated to hybrid circuit equivalence checking, included when discard is at stake.",0
"Our work presents SQbricks, a specialized verification instrument engineered for hybrid circuit equivalence assessment, particularly addressing scenarios wherein discard operations constitute integral components.",1
"Equivalence checking of purely unitary circuits is prevalent among the state-of-the-art. One can cite AutoQ, Feynman, SliQEC, and PyZX.",0
"Purely unitary circuit equivalence verification predominates within contemporary state-of-the-art approaches. Notable exemplars encompass AutoQ, Feynman, SliQEC, and PyZX implementations.",1
"To the best of our knowledge, only QCEC and VeriQC address the equivalence checking of hybrid quantum circuits. However, concrete implementations are limited to the case without discard.",0
"According to our comprehensive assessment, exclusively QCEC and VeriQC tackle hybrid quantum circuit equivalence verification. Nonetheless, practical implementations exhibit constraints, specifically restricting applicability to discard-free scenarios.",1
"QCEC relies on a combination of ZX-calculus, Decision Diagrams, Simulation, and deferred measurement for hybrid circuit equivalence. Yet, the approach is limited to the narrow case of hybrid circuits with no discards.",0
"The QCEC framework employs an integrated methodology encompassing ZX-calculus, Decision Diagram representations, simulation techniques, and deferred measurement protocols for hybrid circuit equivalence assessment. Nevertheless, this approach manifests limitations, specifically constraining applicability to restricted hybrid circuit categories absent discard operations.",1
VeriQC implements measurement and classical control in quantum circuits using Tensor Decision Diagrams. The authors have already identified one of the main challenges in hybrid circuit equivalence verification: managing discards.,0
"Utilizing Tensor Decision Diagram frameworks, VeriQC operationalizes measurement and classical control mechanisms within quantum circuits. The researchers have previously recognized a principal challenge confronting hybrid circuit equivalence verification: discard management protocols.",1
"The interaction with the quantum coprocessor consists of emitting a sequence of initialisation, unitary gates, measurements, and discards, potentially classically controlled by the result of previous measurements.",0
"Quantum coprocessor interaction encompasses sequential emission of initialization procedures, unitary gate operations, measurement protocols, and discard operations, potentially governed through classical control mechanisms contingent upon antecedent measurement outcomes.",1
"As an example of a hybrid circuit, the teleportation protocol operates over mixed quantum and classical data and describes the transmission of a quantum state from Alice to Bob.",0
"The teleportation protocol exemplifies hybrid circuit architectures, functioning across heterogeneous quantum-classical data domains while characterizing quantum state transmission from Alice's input register toward Bob's observable register.",1
"The circuit consists of three quantum wires and two classical wires. It employs three types of gates: the Hadamard gate, the controlled NOT gate and the phase gate.",0
"This circuit architecture incorporates three quantum wire channels alongside two classical wire pathways. Gate implementations encompass three categorical types: Hadamard transformations, controlled NOT operations, and phase rotation gates.",1
"Measurement is a non-deterministic process, described by the so-called Born's rule, with results stored in classical wires.",0
"Measurement procedures constitute non-deterministic operations characterized through Born's probabilistic rule, yielding outcomes preserved within classical wire structures.",1
"The deferred measurement is a circuit transformation that postpones all measurements to the end by replacing classical controls with quantum controls, leaving the inner circuit purely unitary.",0
"Deferred measurement constitutes a circuit transformation methodology that relegates all measurement operations to the computational terminus through substituting classical control mechanisms with quantum control alternatives, thereby rendering the internal circuit exclusively unitary in nature.",1
"This transformation preserves the semantics, resulting in equivalent circuits. The output circuit consists of a round of initialisations, a unitary block, and a round of measurements, possibly immediately followed by discards.",0
"Semantic preservation characterizes this transformation, yielding functionally equivalent circuit constructs. The resultant circuit manifests sequential initialization phases, unitary operational blocks, and measurement phases potentially succeeded immediately by discard procedures.",1
An alternative to matrix representation has recently been proposed: path-sums. This symbolic representation gives a more compact representation for purely quantum circuits.,0
Recently proposed alternatives to matrix-based representations encompass path-sum methodologies. These symbolic frameworks confer more compact representational schemas specifically advantageous for purely quantum circuit architectures.,1
"The name refers to Feynman's paths, where the quantum evolution of a system is represented as a weighted sum of possible paths. In the path-sums formalism, these weights are parameterised by the input basis states.",0
"The nomenclature derives from Feynman path integral formulations wherein quantum system evolution finds representation as weighted summations across feasible trajectory paths. Within path-sum formalisms, weight parameters correspond to input basis state configurations.",1
"Path-sums are over-expressive: two circuits corresponding to the same linear operation might have distinct path-sum representations. To reconcile such equivalence representations, path-sums come with an equational theory.",0
Path-sum representations exhibit over-expressive characteristics whereby functionally identical linear operations may manifest disparate path-sum formulations. Reconciliation of such equivalence representations necessitates accompanying equational theoretical frameworks.,1
We claim the presence or the absence of discards to be the main difficulty in the equivalence checking of hybrid circuits. It straightforwardly generates a three classes typology of hybrid circuit equivalence instances.,0
Our assertion posits that discard presence or absence constitutes the principal complexity factor within hybrid circuit equivalence verification. This distinction directly engenders a tripartite taxonomic classification of hybrid circuit equivalence instance categories.,1
"DisFree concerns circuits without discards. The primary applications of DisFree involve dynamising unitary circuits: basically, the transformation inverse of the deferred measurement.",0
"The DisFree classification addresses discard-absent circuit architectures. Primary DisFree applications encompass unitary circuit dynamization procedures, essentially constituting inverse transformations relative to deferred measurement protocols.",1
"Dis is the most generic equivalence task over hybrid circuits including teleportation, one-way measurement, error correction, optimisations with ancillas. Most of the non-reversible quantum processes require the use of ancillas and discards.",0
"The Dis category represents the most comprehensive equivalence verification task encompassing hybrid circuits, including teleportation protocols, unidirectional measurement procedures, error correction mechanisms, and ancilla-based optimization strategies. Predominantly, non-reversible quantum computational processes necessitate ancilla utilization alongside discard operations.",1
"Mix is the mixed case, where one circuit is with discards, and the second is without. With Mix, we can verify the equivalence between unitary and hybrid circuits resulting from transformations such as one-way measurement or teleportation.",0
The Mix classification addresses heterogeneous scenarios wherein one circuit incorporates discard operations while the counterpart circuit excludes them. Mix facilitates equivalence verification between unitary and hybrid circuit architectures emergent from transformations including unidirectional measurement or teleportation protocols.,1
"Given a circuit C, the deferred measurement transformation isolates the initialisation, unitary, and measurement components, obtaining a IUM circuit.",0
"For any specified circuit C, deferred measurement transformation procedures effectuate isolation of initialization, unitary, and measurement constituents, thereby yielding IUM circuit architectures.",1
"A central result of this paper consists in characterising the relationship between the equivalence of two circuits possibly with measures and discards, and the equivalence of their deferred measurement versions.",0
"A pivotal contribution of this research encompasses characterization of correlations between equivalence properties of two circuits potentially incorporating measurement and discard operations, and equivalence attributes of their deferred measurement formulations.",1
"If the unitary blocks behave equivalently over non-discarded qubits and after initialisation, one can directly infer the hybrid equivalence between the circuits.",0
"Provided unitary operational blocks manifest equivalent behavioral characteristics across non-discarded qubit registers subsequent to initialization procedures, hybrid equivalence between circuit constructs may be directly inferred.",1
"While our method pre-processes hybrid circuits along the deferred measurement transformation, it does not properly apply the principle. Instead, it builds a logical over-approximation of the equivalence relation.",0
"Although our methodology incorporates preprocessing of hybrid circuits via deferred measurement transformation protocols, it diverges from strict principle application. Alternatively, it constructs logical over-approximation frameworks of equivalence relations.",1
The implementation comprises two parts: the SQbricks-Verif component implements a path-sum calculus to perform unitary verification and partial equivalence checking.,0
Implementation architecture encompasses dual components wherein the SQbricks-Verif module operationalizes path-sum computational frameworks for executing unitary verification alongside partial equivalence assessment procedures.,1
"The SQbricks-Lifting component focuses on our generic lifting method, based on the deferred measurement transformation.",0
The SQbricks-Lifting module concentrates upon our generalized lifting methodology predicated upon deferred measurement transformation protocols.,1
"Circuits are built from a pseudo-universal set of gates, comprising H, X, U1 and combined through sequence and quantum control. Furthermore, the user can explicitly indicate the address of qubits that are discarded.",0
"Circuit constructions derive from pseudo-universal gate assemblages encompassing H, X, U1 components synthesized through sequential composition and quantum control mechanisms. Additionally, users possess capability to explicitly designate qubit addresses subject to discard operations.",1
SQbricks-Lifting implements deferred measurement to extend unitary equivalence verification tools to hybrid circuits. This approach maintains consistency between hybrid circuit classes while ensuring broad interoperability.,0
"Through deferred measurement implementation, SQbricks-Lifting augments unitary equivalence verification instruments to accommodate hybrid circuit architectures. This strategy preserves consistency across hybrid circuit categorical classifications while guaranteeing extensive interoperability capabilities.",1
"We evaluate SQbricks-Lifting with the state-of-the-art unitary circuit verification tools including AutoQ, Feynman, PyZX and QCEC in addition to SQbricks-Verif.",0
"Our evaluation encompasses SQbricks-Lifting assessment against contemporary state-of-the-art unitary circuit verification frameworks including AutoQ, Feynman, PyZX, and QCEC implementations, supplemented by SQbricks-Verif analysis.",1
We selected two libraries of quantum circuits in OpenQASM commonly used in the literatureâ€”VeriQBench and the Feynman library plus a hybrid implementation of the Shor algorithm.,0
